stratum,source,method,family,n_pr,auc,ci_lo,ci_hi,rank
no_explicit,co_edited,rrf_pprpl_issue_path_dense,dense,531,0.46300873613726723,0.4269194074681732,0.49892921775233423,
no_explicit,co_edited,rrf_pprpl_issue_path_k10,rrf-k,531,0.4361580052611126,0.40224493030885417,0.47031714672668146,
no_explicit,co_edited,rrf_pprpl_issue_path_k200,rrf-k,531,0.43205087485925525,0.3968144786046922,0.4669036756162437,
no_explicit,co_edited,rrf_pprpl_issue_path_rd,redacted,531,0.43535884300361705,0.4004273256218166,0.47070596516822644,
no_explicit,co_edited,rrf_pprpl_issue_path_rdp,redacted,531,0.4211719614085433,0.38639576626822464,0.4560030121777572,
no_explicit,co_edited,rrf_pprpl_issue_path_rds,redacted,531,0.41812561653663344,0.38270972171382284,0.4525975987067488,
no_explicit,co_edited,rrf_pprpl_seeddense_path,dense,531,0.4123629607210116,0.37759408226262664,0.4465493720113982,
no_explicit,co_edited,rrf_pprpl_seedpath,fusion-control,531,0.4138212255502745,0.3804424807785264,0.44677312731558283,
no_explicit,co_edited,sys_aider_repomap,?,531,0.3064482258691298,0.27638803652186045,0.3376204524071142,
no_explicit,co_edited,sys_locagent_bfs,?,531,0.37254581054016084,0.3383458410107795,0.40651246006265346,
no_explicit,co_edited,sys_repograph_k2,?,531,0.31155922114608553,0.28107726263755994,0.34346143045069716,
no_explicit,symbol,oracle,reference,531,0.7827312109728921,0.7568571600402832,0.805650715555488,1.0
no_explicit,symbol,ppr_und_pl,structure,531,0.4454061406278886,0.4141490465780189,0.47670431736025315,2.0
no_explicit,symbol,hops_lines,structure,531,0.43459695397707754,0.40076732838394435,0.4668246209546801,3.0
no_explicit,symbol,rrf_pprpl_issue_path,fusion,531,0.43003445448332434,0.39852053906045587,0.46022625254313987,4.0
no_explicit,symbol,ppr_out_pl,structure,531,0.42727299461604645,0.3986248276567356,0.4561761974023406,5.0
no_explicit,symbol,rrf_hops_path,fusion,531,0.4208833839964753,0.3877809981241057,0.45226117226808726,6.0
no_explicit,symbol,rrf_hops_issue_path,fusion,531,0.4182355757193051,0.3850063550868902,0.44970610278181106,7.0
no_explicit,symbol,ppr_und,structure,531,0.3971128824985138,0.3671870184377549,0.42652962802319655,8.0
no_explicit,symbol,ppr_out,structure,531,0.39596119227936155,0.3657886867837602,0.4241863777479852,9.0
no_explicit,symbol,rrf_ppr_issue_path,fusion,531,0.3857683534552868,0.35314480723940683,0.4168051587756743,10.0
no_explicit,symbol,bfs_und,structure,531,0.38407280937756644,0.35250106856594726,0.4164325827438499,11.0
no_explicit,symbol,rrf_ppr_issue,fusion,531,0.37550287064115373,0.343275173323883,0.40517964518424177,12.0
no_explicit,symbol,path_seed,lexical,531,0.3605707476074269,0.3282755647667579,0.3915218186543639,13.0
no_explicit,symbol,pagerank,global,531,0.3604966842196992,0.32948230814187884,0.3911818177807157,14.0
no_explicit,symbol,bm25_issue_pl,lexical,531,0.34748146911611383,0.31140472103056377,0.381337870509628,15.0
no_explicit,symbol,bm25_issue,lexical,531,0.34648446537543137,0.3136382819768726,0.37715293903743863,16.0
no_explicit,symbol,indegree,global,531,0.34539822861099195,0.3164879100097536,0.37380456497824793,17.0
no_explicit,symbol,bm25_seed,lexical,531,0.3432171404960849,0.31017159004717887,0.3746430891201586,18.0
no_explicit,symbol,path_issue,lexical,531,0.34264961994652554,0.3089429060633326,0.37531643118431773,19.0
no_explicit,symbol,same_dir,reference,531,0.32534944441538893,0.29494536656868675,0.355466023317526,20.0
no_explicit,symbol,ppr_in_pl,structure,531,0.28777200602357084,0.25611506094696634,0.319809919838453,21.0
no_explicit,symbol,ppr_in,structure,531,0.2784864012928777,0.24721906145412467,0.3102458193374299,22.0
no_explicit,symbol,random,reference,531,0.2536896383547749,0.22432800343635442,0.2817155659027046,23.0
no_explicit,symbol,bm25_issue_rd,redacted,531,0.34648446537543137,0.3136382819768726,0.37715293903743863,
no_explicit,symbol,bm25_issue_rdp,redacted,531,0.34526960796354,0.31314869958610814,0.3757169295017033,
no_explicit,symbol,bm25_issue_rds,redacted,531,0.3429056570473292,0.3102754238357869,0.37296835036685544,
no_explicit,symbol,dense_issue,dense,531,0.3921538202284332,0.3563225849405316,0.429548964320592,
no_explicit,symbol,dense_issue_rd,dense,531,0.39222247998988957,0.35639715181416054,0.4296273898088176,
no_explicit,symbol,dense_issue_rdp,dense,531,0.3937278152920116,0.35762235292252986,0.431344890536404,
no_explicit,symbol,dense_issue_rds,dense,531,0.3885829904579212,0.35347018841632993,0.42585303162790833,
no_explicit,symbol,dense_seed,dense,531,0.3565989742706295,0.3215629764862719,0.3904095708869581,
no_explicit,symbol,path_issue_rd,redacted,531,0.3414282663376932,0.3076321754405344,0.37388253724611453,
no_explicit,symbol,path_issue_rdp,redacted,531,0.32046210610212467,0.2857566516920921,0.35341321362891825,
no_explicit,symbol,path_issue_rds,redacted,531,0.3187624311095391,0.28442515327394174,0.35224515625612146,
no_explicit,symbol,rrf_hops_path_rd,redacted,531,0.41986028221190214,0.3861473416677659,0.45231551387153035,
no_explicit,symbol,rrf_hops_path_rdp,redacted,531,0.4055193885624815,0.37198102179786857,0.4389859271216896,
no_explicit,symbol,rrf_hops_path_rds,redacted,531,0.40606356278984806,0.37191403911472304,0.4393593186718291,
no_explicit,symbol,rrf_hops_pathseed,fusion-control,531,0.42462213573152746,0.3930015031744398,0.45556397288563705,
no_explicit,symbol,rrf_pprpl_dense,dense,531,0.46342813928805954,0.43110832619924816,0.49624419573950074,
no_explicit,symbol,rrf_pprpl_dense_path,dense,531,0.4488372704501979,0.41575224718271,0.48106166742385825,
no_explicit,symbol,rrf_pprpl_dense_path_rd,dense,531,0.447795113277249,0.41552269758082394,0.4802738036504003,
no_explicit,symbol,rrf_pprpl_dense_path_rdp,dense,531,0.43775627260121114,0.4046059049656343,0.4710415322862819,
no_explicit,symbol,rrf_pprpl_dense_path_rds,dense,531,0.4361157340390013,0.40348059310048456,0.46895859761077713,
no_explicit,symbol,rrf_pprpl_issue_path_dense,dense,531,0.44117960780874815,0.40858369681948137,0.4736126854251104,
no_explicit,symbol,rrf_pprpl_issue_path_k10,rrf-k,531,0.4261587848041393,0.3946748499089231,0.4564869893890054,
no_explicit,symbol,rrf_pprpl_issue_path_k200,rrf-k,531,0.42855363719471623,0.3968677563979002,0.4582335629041618,
no_explicit,symbol,rrf_pprpl_issue_path_rd,redacted,531,0.43035485141251173,0.3989912377003027,0.46098039538866237,
no_explicit,symbol,rrf_pprpl_issue_path_rdp,redacted,531,0.4167744870205948,0.3847276536930593,0.4473392268501275,
no_explicit,symbol,rrf_pprpl_issue_path_rds,redacted,531,0.41618997220826,0.384628026845495,0.446305494398295,
no_explicit,symbol,rrf_pprpl_seeddense_path,dense,531,0.4238902161617638,0.39269689515994477,0.4547276859821969,
no_explicit,symbol,rrf_pprpl_seedpath,fusion-control,531,0.4172092395734952,0.3870419646422687,0.4468882009198392,
no_explicit,symbol,sys_aider_repomap,?,531,0.3551665050139938,0.32384691738212745,0.38791014964894943,
no_explicit,symbol,sys_locagent_bfs,?,531,0.39499509474803496,0.3624267881480069,0.42767963433270756,
no_explicit,symbol,sys_repograph_k2,?,531,0.32538232721071353,0.2938371647543711,0.35640414321157443,
no_stem,co_edited,oracle,reference,487,0.7697840275740686,0.7410624965312463,0.7963663862853956,1.0
no_stem,co_edited,rrf_hops_issue_path,fusion,487,0.41770089794987125,0.38100500538804105,0.4552641001421669,2.0
no_stem,co_edited,rrf_pprpl_issue_path,fusion,487,0.41695695218539164,0.3804506201354416,0.45325443289355044,3.0
no_stem,co_edited,rrf_hops_path,fusion,487,0.39246642873439586,0.35484880300804533,0.42891711344241684,4.0
no_stem,co_edited,rrf_ppr_issue_path,fusion,487,0.3924446318568495,0.35707200810335765,0.42785933737560444,5.0
no_stem,co_edited,hops_lines,structure,487,0.3866138652586291,0.3493916658670537,0.4245063056766133,6.0
no_stem,co_edited,rrf_ppr_issue,fusion,487,0.38627835631172386,0.35129201972564283,0.419144865503046,7.0
no_stem,co_edited,bm25_seed,lexical,487,0.386088295687885,0.34966840380496833,0.4202631484929846,8.0
no_stem,co_edited,bm25_issue,lexical,487,0.38473587073433074,0.35186424902963176,0.4165968859033311,9.0
no_stem,co_edited,ppr_und_pl,structure,487,0.3731717105048727,0.3351844456249793,0.40952864651403553,10.0
no_stem,co_edited,bfs_und,structure,487,0.3623366252729702,0.3278833488044006,0.3968317790446106,11.0
no_stem,co_edited,ppr_und,structure,487,0.3604682050780614,0.32664589391245363,0.3930707268216104,12.0
no_stem,co_edited,path_seed,lexical,487,0.3578631726475669,0.3220446344380429,0.3919583352122415,13.0
no_stem,co_edited,path_issue,lexical,487,0.3390877090055735,0.30276888932634727,0.37580069312613323,14.0
no_stem,co_edited,bm25_issue_pl,lexical,487,0.33887503666764446,0.298667254931073,0.37968388941744735,15.0
no_stem,co_edited,ppr_out_pl,structure,487,0.33087476777158503,0.2982394796041638,0.36261878989760904,16.0
no_stem,co_edited,same_dir,reference,487,0.3278608911052443,0.2921008525657489,0.3626467411117419,17.0
no_stem,co_edited,ppr_out,structure,487,0.3200280711189336,0.28726956799744985,0.3513256783714667,18.0
no_stem,co_edited,ppr_in,structure,487,0.3016258026139956,0.26660899486138545,0.33726754395415076,19.0
no_stem,co_edited,ppr_in_pl,structure,487,0.3006520729441674,0.2651862675330098,0.3373706560565949,20.0
no_stem,co_edited,pagerank,global,487,0.28459510772139107,0.2484709327569804,0.31868504521414764,21.0
no_stem,co_edited,indegree,global,487,0.27614077116130503,0.24301243539251058,0.3074660880102718,22.0
no_stem,co_edited,random,reference,487,0.2513395912779896,0.22082950533694426,0.2810202516414866,23.0
no_stem,co_edited,bm25_issue_rd,redacted,487,0.38473587073433074,0.35186424902963176,0.4165968859033311,
no_stem,co_edited,bm25_issue_rdp,redacted,487,0.3831872738828591,0.35028011370428774,0.4149708575268398,
no_stem,co_edited,bm25_issue_rds,redacted,487,0.3789478830546592,0.3461616771402666,0.40972601856176744,
no_stem,co_edited,dense_issue,dense,487,0.42150435122714386,0.38225030489184075,0.4621663154198421,
no_stem,co_edited,dense_issue_rd,dense,487,0.42161129852351614,0.3822312252367203,0.46227412430244574,
no_stem,co_edited,dense_issue_rdp,dense,487,0.42046237899677325,0.38140438457206083,0.46076360422894586,
no_stem,co_edited,dense_issue_rds,dense,487,0.41413293243375376,0.37656292473973396,0.4537649552745626,
no_stem,co_edited,dense_seed,dense,487,0.3849130976826049,0.34563173101402983,0.4241741986468916,
no_stem,co_edited,path_issue_rd,redacted,487,0.3379218816205469,0.30176455861921725,0.37426149370233674,
no_stem,co_edited,path_issue_rdp,redacted,487,0.31507142042306313,0.2771562934187192,0.35248340724541005,
no_stem,co_edited,path_issue_rds,redacted,487,0.3091133356148757,0.27286322420485604,0.3457392118283854,
no_stem,co_edited,rrf_hops_path_rd,redacted,487,0.392214440533229,0.35433161811234953,0.42919811672327796,
no_stem,co_edited,rrf_hops_path_rdp,redacted,487,0.3771263159610182,0.33898498297345253,0.41510093770017026,
no_stem,co_edited,rrf_hops_path_rds,redacted,487,0.3760670284540921,0.33715182129778404,0.41414882686477705,
no_stem,co_edited,rrf_hops_pathseed,fusion-control,487,0.3962731413578436,0.35951044985239783,0.4322277480235614,
no_stem,co_edited,rrf_pprpl_dense,dense,487,0.44255993122779574,0.4036131578752925,0.48124499307347673,
no_stem,co_edited,rrf_pprpl_dense_path,dense,487,0.4335217642840846,0.39575054535824344,0.47156473469522936,
no_stem,co_edited,rrf_pprpl_dense_path_rd,dense,487,0.43259407287898044,0.3952052144106851,0.47105806685047746,
no_stem,co_edited,rrf_pprpl_dense_path_rdp,dense,487,0.42074166422215703,0.38192713526476146,0.4598064002425837,
no_stem,co_edited,rrf_pprpl_dense_path_rds,dense,487,0.4172016068576644,0.37894046444149065,0.4563713388962004,
no_stem,co_edited,rrf_pprpl_issue_path_dense,dense,487,0.44902565920276394,0.4115821052522026,0.48606660380920247,
no_stem,co_edited,rrf_pprpl_issue_path_k10,rrf-k,487,0.4199400687722043,0.3839391966540404,0.45397063177413916,
no_stem,co_edited,rrf_pprpl_issue_path_k200,rrf-k,487,0.41439347641863045,0.3779396983213976,0.45107829640533,
no_stem,co_edited,rrf_pprpl_issue_path_rd,redacted,487,0.4184024722140738,0.38159799095920416,0.4552297208925009,
no_stem,co_edited,rrf_pprpl_issue_path_rdp,redacted,487,0.40370995078387273,0.36674690348298633,0.4398275971355653,
no_stem,co_edited,rrf_pprpl_issue_path_rds,redacted,487,0.4000615201590561,0.36359176425940815,0.4364852177066467,
no_stem,co_edited,rrf_pprpl_seeddense_path,dense,487,0.4080124914442163,0.3727363172633119,0.4436723524227973,
no_stem,co_edited,rrf_pprpl_seedpath,fusion-control,487,0.41048327955412145,0.37565429492188757,0.4446342202996808,
no_stem,co_edited,sys_aider_repomap,?,487,0.30755740523451,0.272703380887795,0.340597722410337,
no_stem,co_edited,sys_locagent_bfs,?,487,0.37003886770313876,0.3347732888761171,0.4047135370347913,
no_stem,co_edited,sys_repograph_k2,?,487,0.31137369218734723,0.2782333494740488,0.34459346005651115,
no_stem,symbol,oracle,reference,487,0.7806362293613736,0.754963897124229,0.8049016481065433,1.0
no_stem,symbol,ppr_und_pl,structure,487,0.4412413123814523,0.4081501423679238,0.47393880359283247,2.0
no_stem,symbol,hops_lines,structure,487,0.42932508972402833,0.39610026640735124,0.46308955841595406,3.0
no_stem,symbol,ppr_out_pl,structure,487,0.4225652285884878,0.3922961094387329,0.45160141346891003,4.0
no_stem,symbol,rrf_pprpl_issue_path,fusion,487,0.4139074116434569,0.38082638985963874,0.446929690117137,5.0
no_stem,symbol,rrf_hops_issue_path,fusion,487,0.40462455444960127,0.37038994113342316,0.4372511667280493,6.0
no_stem,symbol,rrf_hops_path,fusion,487,0.40436646058871717,0.3708428749955543,0.4376235280391178,7.0
no_stem,symbol,ppr_und,structure,487,0.39701606615702145,0.3656247540991991,0.428344269061645,8.0
no_stem,symbol,ppr_out,structure,487,0.393875218545714,0.36227415953997855,0.42457203628316337,9.0
no_stem,symbol,bfs_und,structure,487,0.3814985473463249,0.3497329044688065,0.4148230666452375,10.0
no_stem,symbol,rrf_ppr_issue,fusion,487,0.37532258598414303,0.34140091935379835,0.40864297266274285,11.0
no_stem,symbol,rrf_ppr_issue_path,fusion,487,0.3753168142252913,0.3419209824083608,0.40844359861847246,12.0
no_stem,symbol,pagerank,global,487,0.361401609085225,0.3269549720504408,0.39245306507876315,13.0
no_stem,symbol,path_seed,lexical,487,0.35719622018393765,0.3226036926002676,0.390371128864063,14.0
no_stem,symbol,bm25_seed,lexical,487,0.3459531215180486,0.31001299380435465,0.3798909926280943,15.0
no_stem,symbol,indegree,global,487,0.3457059645347595,0.31467173422909145,0.37559569824526956,16.0
no_stem,symbol,bm25_issue,lexical,487,0.3455402798674933,0.31067362759877415,0.37849988994606326,17.0
no_stem,symbol,bm25_issue_pl,lexical,487,0.341463885345808,0.30479011003768164,0.3788571303832874,18.0
no_stem,symbol,same_dir,reference,487,0.3222744048250035,0.2878003264658082,0.3550706372298162,19.0
no_stem,symbol,path_issue,lexical,487,0.32034364264936344,0.2847038239837036,0.3564682389122603,20.0
no_stem,symbol,ppr_in_pl,structure,487,0.2863469465394894,0.25089757047961786,0.3197490270583309,21.0
no_stem,symbol,ppr_in,structure,487,0.278566403522618,0.2432450199835218,0.3110863271852981,22.0
no_stem,symbol,random,reference,487,0.2528755029146456,0.22107636131344188,0.2836291390319087,23.0
no_stem,symbol,bm25_issue_rd,redacted,487,0.3455402798674933,0.31067362759877415,0.37849988994606326,
no_stem,symbol,bm25_issue_rdp,redacted,487,0.34458284692854085,0.30946665272040436,0.37743725714798576,
no_stem,symbol,bm25_issue_rds,redacted,487,0.3420238527627705,0.30709241275569643,0.374781402278007,
no_stem,symbol,dense_issue,dense,487,0.380486218540237,0.34123055860545126,0.4207945017385082,
no_stem,symbol,dense_issue_rd,dense,487,0.38056108164769764,0.34123505824548006,0.42086689863260185,
no_stem,symbol,dense_issue_rdp,dense,487,0.3816926761041766,0.3420123188482565,0.42280707242551013,
no_stem,symbol,dense_issue_rds,dense,487,0.3759944817021834,0.33793732690346884,0.4157879939441467,
no_stem,symbol,dense_seed,dense,487,0.3533453050808521,0.3150063280519952,0.39030082770367996,
no_stem,symbol,path_issue_rd,redacted,487,0.31943174920059203,0.2832053349928212,0.35496623923473436,
no_stem,symbol,path_issue_rdp,redacted,487,0.2972051160589745,0.25950517622760017,0.3346137850727433,
no_stem,symbol,path_issue_rds,redacted,487,0.2953755549040495,0.25880023236907573,0.3320854083401411,
no_stem,symbol,rrf_hops_path_rd,redacted,487,0.40373673204731075,0.3696203456057993,0.4370698483916199,
no_stem,symbol,rrf_hops_path_rdp,redacted,487,0.3877521972746713,0.3532799786197159,0.42107887116447723,
no_stem,symbol,rrf_hops_path_rds,redacted,487,0.38846163759342056,0.35389162826740383,0.4221464611995357,
no_stem,symbol,rrf_hops_pathseed,fusion-control,487,0.4174615237002376,0.38471950393123233,0.44879825700589715,
no_stem,symbol,rrf_pprpl_dense,dense,487,0.45314471887956004,0.41915406379757136,0.4869429942377332,
no_stem,symbol,rrf_pprpl_dense_path,dense,487,0.43074034545758944,0.39559428502660654,0.46685424154006944,
no_stem,symbol,rrf_pprpl_dense_path_rd,dense,487,0.4299408322296617,0.39534138982027267,0.4654754636003618,
no_stem,symbol,rrf_pprpl_dense_path_rdp,dense,487,0.4189906920693965,0.3828827361965042,0.4559391610712908,
no_stem,symbol,rrf_pprpl_dense_path_rds,dense,487,0.4169398414559364,0.3823442129475887,0.4535309425155905,
no_stem,symbol,rrf_pprpl_issue_path_dense,dense,487,0.4260490260132427,0.39186762159180444,0.4614273700839179,
no_stem,symbol,rrf_pprpl_issue_path_k10,rrf-k,487,0.41010237047958614,0.3765279347085727,0.4427369557682793,
no_stem,symbol,rrf_pprpl_issue_path_k200,rrf-k,487,0.41231766566314065,0.3795835806438859,0.44541362975969656,
no_stem,symbol,rrf_pprpl_issue_path_rd,redacted,487,0.4144857290462889,0.381512030312872,0.44750321599536624,
no_stem,symbol,rrf_pprpl_issue_path_rdp,redacted,487,0.39951637721777156,0.36629211886705965,0.4336501818847904,
no_stem,symbol,rrf_pprpl_issue_path_rds,redacted,487,0.3985165771715702,0.3652810388430103,0.43134021664768096,
no_stem,symbol,rrf_pprpl_seeddense_path,dense,487,0.4182779509301243,0.38485529486481573,0.4503996994321685,
no_stem,symbol,rrf_pprpl_seedpath,fusion-control,487,0.41413682267421775,0.38294073054096167,0.4457465342282608,
no_stem,symbol,sys_aider_repomap,?,487,0.35451366152332076,0.3201956424777268,0.38803772473664117,
no_stem,symbol,sys_locagent_bfs,?,487,0.3929848179184225,0.3587131334149726,0.4263805229211213,
no_stem,symbol,sys_repograph_k2,?,487,0.3248511767356699,0.2907903681471397,0.35776026354611645,
explicit,co_edited,oracle,reference,378,0.7727510245261391,0.7460248211185274,0.7969207501095631,1.0
explicit,co_edited,rrf_pprpl_issue_path,fusion,378,0.5632218473308962,0.5280766282629321,0.5962164446626967,2.0
explicit,co_edited,path_issue,lexical,378,0.5491504318542281,0.5145048811936248,0.5816080761394447,3.0
explicit,co_edited,rrf_hops_issue_path,fusion,378,0.5446473927484966,0.5074103904040425,0.5796197634440982,4.0
explicit,co_edited,rrf_hops_path,fusion,378,0.5227021649443794,0.4856426578768586,0.5577250041092174,5.0
explicit,co_edited,rrf_ppr_issue_path,fusion,378,0.5067450926691061,0.4693902834373124,0.5407364816877395,6.0
explicit,co_edited,bm25_issue,lexical,378,0.44259383673369407,0.4090978141721286,0.47600199773045815,7.0
explicit,co_edited,rrf_ppr_issue,fusion,378,0.40530842597425015,0.36497925380334556,0.44093520845331247,8.0
explicit,co_edited,bm25_seed,lexical,378,0.39799399087971465,0.3570090289305593,0.43475893339333854,9.0
explicit,co_edited,bm25_issue_pl,lexical,378,0.3722868473643621,0.3327893088702909,0.4105390618322442,10.0
explicit,co_edited,hops_lines,structure,378,0.37080105106906563,0.329247976905821,0.40964460445307166,11.0
explicit,co_edited,path_seed,lexical,378,0.3687678382436324,0.32920645696416784,0.40497620161387177,12.0
explicit,co_edited,ppr_und_pl,structure,378,0.3566643282521219,0.3194187090370162,0.3935348627342964,13.0
explicit,co_edited,bfs_und,structure,378,0.3480282061833486,0.3094933839224665,0.3843967573604583,14.0
explicit,co_edited,ppr_und,structure,378,0.3460474412234111,0.30718023331643857,0.3835217079003761,15.0
explicit,co_edited,same_dir,reference,378,0.32455119619803147,0.2897849720196988,0.35828550694929756,16.0
explicit,co_edited,ppr_out_pl,structure,378,0.31855436374142215,0.2756327443448444,0.3586909092269296,17.0
explicit,co_edited,ppr_in_pl,structure,378,0.30789165182084655,0.2724890805899828,0.3416372659788108,18.0
explicit,co_edited,ppr_in,structure,378,0.30675838390299287,0.2702277717932755,0.3399235046794637,19.0
explicit,co_edited,ppr_out,structure,378,0.3022645739996714,0.2624310172174204,0.33974316128760995,20.0
explicit,co_edited,indegree,global,378,0.2676654509264758,0.23193875124782315,0.3033573628167773,21.0
explicit,co_edited,pagerank,global,378,0.26068319655904687,0.22247558690161748,0.29826270129413335,22.0
explicit,co_edited,random,reference,378,0.24573113273801744,0.21115579664470305,0.2771067621166853,23.0
explicit,co_edited,bm25_issue_rd,redacted,378,0.43368161598119553,0.3995897691738978,0.46636842278625307,
explicit,co_edited,bm25_issue_rdp,redacted,378,0.43175954545545436,0.39751265953578124,0.4651628503619714,
explicit,co_edited,bm25_issue_rds,redacted,378,0.4174392223116221,0.38366860218072696,0.45120488221423405,
explicit,co_edited,dense_issue,dense,378,0.5240851300163902,0.4834021445537349,0.5611822308811115,
explicit,co_edited,dense_issue_rd,dense,378,0.5028373130955547,0.46388254380390953,0.5394099513015107,
explicit,co_edited,dense_issue_rdp,dense,378,0.5078366841512961,0.46959654501968673,0.5422495028897238,
explicit,co_edited,dense_issue_rds,dense,378,0.49655902935039875,0.45827510145152267,0.5324991648976822,
explicit,co_edited,dense_seed,dense,378,0.3945965486092781,0.3501323205399068,0.436958667393339,
explicit,co_edited,path_issue_rd,redacted,378,0.43916625262992226,0.40522267059172645,0.4715165571726803,
explicit,co_edited,path_issue_rdp,redacted,378,0.40109623671999667,0.3657639602416826,0.43502913003660154,
explicit,co_edited,path_issue_rds,redacted,378,0.3921539550564494,0.3579263205351333,0.42534176353207737,
explicit,co_edited,rrf_hops_path_rd,redacted,378,0.4519812120460242,0.4142153733407285,0.4872873513533769,
explicit,co_edited,rrf_hops_path_rdp,redacted,378,0.4264350360639145,0.38799440098568755,0.4638217327352148,
explicit,co_edited,rrf_hops_path_rds,redacted,378,0.4195347879459772,0.3827889249631804,0.4548838257219371,
explicit,co_edited,rrf_hops_pathseed,fusion-control,378,0.3848067248079583,0.34634417495454767,0.4215906887139196,
explicit,co_edited,rrf_pprpl_dense,dense,378,0.4961126835759044,0.45856890952647483,0.5318838924788707,
explicit,co_edited,rrf_pprpl_dense_path,dense,378,0.5820928642324965,0.5467835358004757,0.6152080499500081,
explicit,co_edited,rrf_pprpl_dense_path_rd,dense,378,0.5211593684102667,0.4853781684282077,0.5551503987433087,
explicit,co_edited,rrf_pprpl_dense_path_rdp,dense,378,0.5002909430110473,0.4634429630125867,0.5344798156824094,
explicit,co_edited,rrf_pprpl_dense_path_rds,dense,378,0.4940291037090582,0.45876467338366006,0.5282658003022068,
explicit,co_edited,rrf_pprpl_issue_path_dense,dense,378,0.5868531026062934,0.5516097428391383,0.6200610007241676,
explicit,co_edited,rrf_pprpl_issue_path_k10,rrf-k,378,0.5637059704650526,0.528183710797117,0.5970639498668461,
explicit,co_edited,rrf_pprpl_issue_path_k200,rrf-k,378,0.5489032296129717,0.5127773043265675,0.5824214937328092,
explicit,co_edited,rrf_pprpl_issue_path_rd,redacted,378,0.5006803093761428,0.4639992817141912,0.535741158115165,
explicit,co_edited,rrf_pprpl_issue_path_rdp,redacted,378,0.47567133708723874,0.43936520647177724,0.5112992673850115,
explicit,co_edited,rrf_pprpl_issue_path_rds,redacted,378,0.46338409436317635,0.4273125514846069,0.4979243577310244,
explicit,co_edited,rrf_pprpl_seeddense_path,dense,378,0.40587479081710415,0.3646682137770928,0.4459944318306156,
explicit,co_edited,rrf_pprpl_seedpath,fusion-control,378,0.41090452404670147,0.37096512367245,0.44812472186075475,
explicit,co_edited,sys_aider_repomap,?,378,0.30258406773693214,0.26149260634891913,0.34209849194996367,
explicit,co_edited,sys_locagent_bfs,?,378,0.35708733426518585,0.3182625243209364,0.3937012864435163,
explicit,co_edited,sys_repograph_k2,?,378,0.30866464944868144,0.27269514724260685,0.34135573061246677,
explicit,symbol,oracle,reference,378,0.7753027812993623,0.7487684531226372,0.7987949636861053,1.0
explicit,symbol,rrf_pprpl_issue_path,fusion,378,0.5276797531135874,0.49264671883422284,0.5607591341883614,2.0
explicit,symbol,rrf_hops_issue_path,fusion,378,0.5055234358709599,0.4687998867466576,0.5403041943821669,3.0
explicit,symbol,rrf_hops_path,fusion,378,0.5022696355183613,0.4660661078804847,0.535807663254136,4.0
explicit,symbol,path_issue,lexical,378,0.4945899786346189,0.4583310342960651,0.5283692697423709,5.0
explicit,symbol,rrf_ppr_issue_path,fusion,378,0.4716987458006593,0.4359770244943252,0.506052381866135,6.0
explicit,symbol,ppr_und_pl,structure,378,0.41721768053818004,0.38351148427680865,0.45072651577070777,7.0
explicit,symbol,hops_lines,structure,378,0.4030048784569759,0.3646538424927001,0.43808469690614044,8.0
explicit,symbol,bm25_issue,lexical,378,0.3996326984327937,0.3651521192480183,0.43374094599513496,9.0
explicit,symbol,rrf_ppr_issue,fusion,378,0.396838150475569,0.35901653596488425,0.43154759812659066,10.0
explicit,symbol,ppr_out_pl,structure,378,0.3961136670775105,0.36057773149428946,0.43051742881733907,11.0
explicit,symbol,ppr_und,structure,378,0.3839884898335646,0.34919740557062556,0.41753737611403646,12.0
explicit,symbol,bm25_issue_pl,lexical,378,0.3712149244383927,0.33150294717932266,0.40918341662506935,13.0
explicit,symbol,ppr_out,structure,378,0.36830343040443325,0.33359357898178166,0.4023762167586331,14.0
explicit,symbol,bm25_seed,lexical,378,0.36688125967618207,0.3284908185202038,0.401660447496341,15.0
explicit,symbol,path_seed,lexical,378,0.3649126025656244,0.3265450746203714,0.39864467078407256,16.0
explicit,symbol,bfs_und,structure,378,0.3634954825530485,0.32616134451779927,0.39796062279223754,17.0
explicit,symbol,pagerank,global,378,0.3341412914495909,0.2987578536150616,0.3685841054254916,18.0
explicit,symbol,indegree,global,378,0.33173522003701006,0.29824483585113737,0.36457416061442305,19.0
explicit,symbol,same_dir,reference,378,0.3173388745181106,0.28314107825710516,0.35016258844303455,20.0
explicit,symbol,ppr_in_pl,structure,378,0.30279830047035655,0.26671769126463507,0.33642777627337067,21.0
explicit,symbol,ppr_in,structure,378,0.2963421190065345,0.2605179979854742,0.3300894456097718,22.0
explicit,symbol,random,reference,378,0.24882140848978238,0.21477375959929204,0.2800651029098316,23.0
explicit,symbol,bm25_issue_rd,redacted,378,0.3929772980243817,0.35924986654241314,0.42627055543798353,
explicit,symbol,bm25_issue_rdp,redacted,378,0.39109652570048764,0.3574212057022948,0.4245880671409465,
explicit,symbol,bm25_issue_rds,redacted,378,0.3795878690001501,0.3466254562006111,0.41274734432402105,
explicit,symbol,dense_issue,dense,378,0.46105693465292863,0.4162576163334745,0.5004175486748867,
explicit,symbol,dense_issue_rd,dense,378,0.4433782404728133,0.4006121704464891,0.48181769237585514,
explicit,symbol,dense_issue_rdp,dense,378,0.4478827015912179,0.4071539348648826,0.4843100641832097,
explicit,symbol,dense_issue_rds,dense,378,0.4366203595365243,0.39581102402369017,0.4736302943389121,
